catalog,position,person,personID,start,end,gender,DOB,DOD,image,enwiki
South Sudan,Member of the National Legislative Assembly,Anthony Lino Makana,Q4772949,2011-07-09,2016-08-04,male,,,"Anthony Lino Makana, December 2017 (5122) (cropped2).jpg",Anthony Lino Makana
South Sudan,Member of the National Legislative Assembly,Barnaba Marial Benjamin,Q4861322,2011-07-09,2016-08-04,male,,,Barnaba Marial Benjamin.jpg,Barnaba Marial Benjamin
South Sudan,Member of the National Legislative Assembly,Nhial Deng Nhial,Q4893553,2011-07-09,2016-08-04,male,1952-01-01,,Nhial Deng Nhial (cropped).jpg,Nhial Deng Nhial
South Sudan,Member of the National Legislative Assembly,Mayiik Ayii Deng,Q48975135,2011-07-09,2016-08-04,male,1971-12-20,,Mayiik Ayii Deng.jpg,Mayiik Ayii Deng
South Sudan,Member of the National Legislative Assembly,Betty Ogwaro,Q4898942,2011-07-09,2016-08-04,female,,,Betty Ogwaro (cropped).JPG,Betty Ogwaro
South Sudan,Member of the National Legislative Assembly,David Deng Athorbie,Q5232921,2011-07-09,2016-08-04,male,,,,David Deng Athorbei
South Sudan,Member of the National Legislative Assembly,James Wani Igga,Q6145116,2011-07-09,2016-08-04,male,1949,,James Wani Igga.JPG,James Wani Igga
South Sudan,Member of the National Legislative Assembly,Jemma Nunu Kumba,Q6177210,2011-07-09,2016-08-04,female,1966,,,Jemma Nunu Kumba
South Sudan,Member of the National Legislative Assembly,John Luk Jok,Q6245500,2011-07-09,2016-08-04,male,1951,2020-06-02,,John Luk Jok
South Sudan,Member of the National Legislative Assembly,Luka Tombekana Monoja,Q6701644,2011-07-09,2016-08-04,male,,,,Luka Tombekana Monoja
South Sudan,Member of the National Legislative Assembly,Madut Biar Yel,Q6728866,2011-07-09,2016-08-04,male,,,,Madut Biar Yel
South Sudan,Member of the National Legislative Assembly,Michael Makue Loweth,Q6832462,2011-07-09,2016-08-04,male,,,,Michael Makue Loweth
South Sudan,Member of the National Legislative Assembly,Paul Mayom Akech,Q7152291,2011-07-09,2016-08-04,male,,,,Paul Mayom Akech
South Sudan,Member of the National Legislative Assembly,Toby Maduot,Q7811843,2011-07-09,2016-08-04,male,1936,2012-05-24,,Toby Maduot
